name,mass,quantity,price,proteins,fats,carbohydrates,calories,link
Паста с курицей и соусом песто_РП,230.0,0,235,18,16,41,380,https://rtw.vkusvill.ru/goods/pasta-s-kuritsey-i-sousom-pesto-rp-79364.html
"Ватрушка «Шпинат и лосось», кафе",70.0,4,160,25,11.8,23.3,304,https://rtw.vkusvill.ru/goods/vatrushka-shpinat-i-losos-kafe-44549.html
"Чиабатта с курицей, омлетом и моцареллой, кафе рег",215.0,0,220,12,20.3,25.8,333.9,https://rtw.vkusvill.ru/goods/chiabatta-s-kuritsey-omletom-i-motsarelloy-kafe-reg-51465.html
Хипстер-Хамбургер,310.0,0,395,7.3,14.6,15.1,223,https://rtw.vkusvill.ru/goods/khipster-khamburger-76828.html
"Суп «Гороховый» с копченостями, 580 г",580.0,4,290,3.4,6.3,7.8,103.9,https://rtw.vkusvill.ru/goods/sup-gorokhovyy-s-kopchenostyami-580-g-42387.html
Котлетка из индейки с картофельным пюре,150.0,0,348,4.7,6,12.5,122.8,https://rtw.vkusvill.ru/goods/kotletka-iz-indeyki-s-kartofelnym-pyure-83384.html
Тортилья с сыром и вялеными томатами,150.0,2,228,11.7,17.8,25.2,307.8,https://rtw.vkusvill.ru/goods/tortilya-s-syrom-i-vyalenymi-tomatami-76447.html
Картофельная вафля с лососем и яйцом,250.0,0,448,8.5,12.7,16.3,213,https://rtw.vkusvill.ru/goods/kartofelnaya-vaflya-s-lososem-i-yaytsom-53927.html
"Рулетики из баклажанов с сырной начинкой, 210 г",210.0,1,398,9.7,29.5,3.5,318.3,https://rtw.vkusvill.ru/goods/ruletiki-iz-baklazhanov-s-syrnoy-nachinkoy-210-g-85532.html
Салат «Гранатовый браслет»,180.0,10,188,11,20.7,4.7,249.1,https://rtw.vkusvill.ru/goods/salat-granatovyy-braslet-70195.html
Салат «Витаминный» с лимонной заправкой,150.0,10,155,1,7.7,8.8,108.5,https://rtw.vkusvill.ru/goods/salat-vitaminnyy-s-limonnoy-zapravkoy-34835.html
Салат Греческий с томатами,225.0,0,250,3.13,11.19,11.19,127,https://rtw.vkusvill.ru/goods/salat-grecheskiy-s-tomatami-77203.html
"Салат «Мимоза», 180 г",180.0,20,188,,,,,https://rtw.vkusvill.ru/goods/salat-mimoza-180-g-25291.html
Салат фасолевый с шампиньонами и грецким орехом,150.0,6,190,4,11.6,11.6,166.8,https://rtw.vkusvill.ru/goods/salat-fasolevyy-s-shampinonami-i-gretskim-orekhom-70505.html
Фрикадельки «не мясо» в томатно-шпинатном соусе с брокколи,331.0,0,415,5.4,9.3,6,127,https://rtw.vkusvill.ru/goods/frikadelki-ne-myaso-v-tomatno-shpinatnom-souse-s-brokkoli-81126.html
Салат «Разгрузочный»,120.0,2,168,1.3,8.5,12.6,132.1,https://rtw.vkusvill.ru/goods/salat-razgruzochnyy-47836.html
"Пирожки с капустой и морковью, 2 шт (постные)",110.0,0,95,7.1,8,46.9,288,https://rtw.vkusvill.ru/goods/pirozhki-s-kapustoy-i-morkovyu-2-sht-postnye-72136.html
"Пирожки постные с вишней, 90 г, (2 шт)",90.0,8,102,3.7,4,46,234.8,https://rtw.vkusvill.ru/goods/pirozhki-postnye-s-vishney-90-g-2-sht-43331.html
Большая порция сырников творожных с начинкой «Манго-Маракуйя»,410.0,0,452,12.8,10.9,19.3,227,https://rtw.vkusvill.ru/goods/bolshaya-portsiya-syrnikov-tvorozhnykh-s-nachinkoy-mango-marakuyya-76165.html
"Блины с яблоком, 210 г_РП",210.0,0,164,3.7,6.38,22.06,160,https://rtw.vkusvill.ru/goods/bliny-s-yablokom-210-g-rp-80579.html
Колбаски мясные гриль в наборе с соусом «Шашлычный»,190.0,3,260,14.9,23.4,2.4,279.8,https://rtw.vkusvill.ru/goods/kolbaski-myasnye-gril-v-nabore-s-sousom-shashlychnyy-77525.html
"Блины домашние, 200 грамм",200.0,0,114,8,11,36.6,277.4,https://rtw.vkusvill.ru/goods/bliny-domashnie-200-gramm-65043.html
"Салат мимоза, 600 г",600.0,0,498,2,14.9,11.7,188.9,https://rtw.vkusvill.ru/goods/salat-mimoza-600-g-40531.html
"Жюльен «Грибной» с шампиньонами и белыми грибами, 440 г",440.0,0,530,9.3,14.1,12.2,212.9,https://rtw.vkusvill.ru/goods/zhyulen-gribnoy-s-shampinonami-i-belymi-gribami-440-g-71214.html
"Салат с курицей, сыром «Фета» и виноградом",180.0,0,238,16,17.7,3.8,238.5,https://rtw.vkusvill.ru/goods/salat-s-kuritsey-syrom-feta-i-vinogradom-71212.html
Шашлычок куриный с лапшой и фасолью_РП,250.0,0,264,11.2,3.4,13.6,129,https://rtw.vkusvill.ru/goods/shashlychok-kurinyy-s-lapshoy-i-fasolyu-rp-70271.html
Стрипсы куриные с соусом медово-горчичным,210.0,0,277,19,21.1,14.6,325,https://rtw.vkusvill.ru/goods/stripsy-kurinye-s-sousom-medovo-gorchichnym-79523.html
"Сэндвич ролл с курицей и соусом «Дор-Блю», 157 грамм",157.0,0,208,12.5,6.8,23.6,205.6,https://rtw.vkusvill.ru/goods/sendvich-roll-s-kuritsey-i-sousom-dor-blyu-157-gramm-68089.html
Макароны «Бантики» в сливочном соусе с курицей и овощами,282.0,0,296,9.5,5.5,18,166,https://rtw.vkusvill.ru/goods/makarony-bantiki-v-slivochnom-souse-s-kuritsey-i-ovoshchami-84424.html
"Салат с курицей и жареными шампиньонами, 180 грамм",180.0,0,188,8,15.7,6.7,200.1,https://rtw.vkusvill.ru/goods/salat-s-kuritsey-i-zharenymi-shampinonami-180-gramm-68099.html
Вок фунчоза с креветками,200.0,14,288,3.4,5.8,6.8,93,https://rtw.vkusvill.ru/goods/vok-funchoza-s-krevetkami-51915.html
Крок-Бекон,265.0,0,355,13.72,19.2,12.34,275,https://rtw.vkusvill.ru/goods/krok-bekon-65074.html
Цветная капуста в панировке,150.0,8,188,2.6,5.5,9.6,98.3,https://rtw.vkusvill.ru/goods/tsvetnaya-kapusta-v-panirovke-74576.html
Грузинский суп из фасоли с овощами,270.0,12,188,1.8,1.5,6.2,45.5,https://rtw.vkusvill.ru/goods/gruzinskiy-sup-iz-fasoli-s-ovoshchami-54161.html
Сырники творожные с брусничной начинкой,130.0,6,155,12.9,8.4,22.5,217.2,https://rtw.vkusvill.ru/goods/syrniki-tvorozhnye-s-brusnichnoy-nachinkoy-74325.html
Запеканка творожная с яблоком,250.0,0,188,9.4,3.5,24.6,167.5,https://rtw.vkusvill.ru/goods/zapekanka-tvorozhnaya-s-yablokom-39478.html
"Гречка отварная с овощами, 200 г",200.0,10,110,4.1,4.7,23,150.7,https://rtw.vkusvill.ru/goods/grechka-otvarnaya-s-ovoshchami-200-g-61751.html
Омлет с курицей и сыром,150.0,6,172,,,,,https://rtw.vkusvill.ru/goods/omlet-s-kuritsey-i-syrom-21451.html
Киш с индейкой и овощами,160.0,2,218,13,15.5,18.5,265.5,https://rtw.vkusvill.ru/goods/kish-s-indeykoy-i-ovoshchami-66926.html
"Пончики с ветчиной и сыром, 2 шт",130.0,4,159,13.9,20.3,21.5,324.3,https://rtw.vkusvill.ru/goods/ponchiki-s-vetchinoy-i-syrom-2-sht-84432.html
Куриные шарики с брусничным соусом,260.0,0,473,26,14,19.2,306,https://rtw.vkusvill.ru/goods/kurinye-shariki-s-brusnichnym-sousom-85961.html
"Митболы с рисом в соусе барбекю пастеризованные, 270 г_РП",270.0,0,219,7.5,8.4,13.5,159.6,https://rtw.vkusvill.ru/goods/mitboly-s-risom-v-souse-barbekyu-pasterizovannye-270-g-rp-77907.html
Картофель беби жареный с вешенками,200.0,6,168,2.7,0.7,18.3,90.3,https://rtw.vkusvill.ru/goods/kartofel-bebi-zharenyy-s-veshenkami-70069.html
"Салат «Мимоза», 1 кг",1000.0,0,1 148,9.9,12.1,10,188.5,https://rtw.vkusvill.ru/goods/salat-mimoza-1-kg-84801.html
"Салат сельдь под шубой, 600 г",600.0,5,520,6.1,15.4,6.6,189.4,https://rtw.vkusvill.ru/goods/salat-seld-pod-shuboy-600-g-58080.html
"Сырники, 420 г",420.0,4,510,15.6,10.5,27.4,266.5,https://rtw.vkusvill.ru/goods/syrniki-420-g-69022.html
Филе куриной грудки с прованскими травами,182.0,35,218,,,,,https://rtw.vkusvill.ru/goods/file-kurinoy-grudki-s-provanskimi-travami-23595.html
"Суп «Грибной», 350 грамм",350.0,0,128,1.4,1,9.8,53.8,https://rtw.vkusvill.ru/goods/sup-gribnoy-350-gramm-61542.html
Бургер «Ипполит» с мандаринами,340.0,0,450,9.6,20,19,296,https://rtw.vkusvill.ru/goods/burger-ippolit-s-mandarinami-71669.html
Говядина тушеная по-домашнему с картофельным пюре,230.0,4,238,8.3,6.3,9.3,127.1,https://rtw.vkusvill.ru/goods/govyadina-tushenaya-po-domashnemu-s-kartofelnym-pyure-71648.html
"Котлеты куриные с моцареллой с булгуром, киноа и овощами",230.0,15,278,10.2,8.5,9.3,154.5,https://rtw.vkusvill.ru/goods/kotlety-kurinye-s-motsarelloy-s-bulgurom-kinoa-i-ovoshchami-53515.html
Суп рыбный Чаудер,320.0,0,257,4.4,3,5.1,65,https://rtw.vkusvill.ru/goods/sup-rybnyy-chauder-82197.html
Крок Месье,234.0,0,261,14.57,17.9,12.2,261,https://rtw.vkusvill.ru/goods/krok-mese-53463.html
"Мама бургер с голубым сыром и вишневым вареньем + картошка с соусом тысяча островов + напиток Лимонад, 500 мл",995.0,0,519,,,,,https://rtw.vkusvill.ru/goods/mama-burger-s-golubym-syrom-i-vishnevym-varenem-kartoshka-s-sousom-tysyacha-ostrovov-napitok-limonad-71446.html
Суп щавелевый с курицей,300.0,4,170,4.2,1.7,3,44.1,https://rtw.vkusvill.ru/goods/sup-shchavelevyy-s-kuritsey-27195.html
Сэндвич ролл с курицей и соусом чипотле,180.0,2,206,8.5,15.3,20.9,255.3,https://rtw.vkusvill.ru/goods/sendvich-roll-s-kuritsey-i-sousom-chipotle-48410.html
Борщ «Вегетарианский»,390.0,28,155,,,,,https://rtw.vkusvill.ru/goods/borshch-vegetarianskiy-20171.html
"Блины с мясом, 210 грамм",210.0,0,222,9.2,10.3,13.9,185.1,https://rtw.vkusvill.ru/goods/bliny-s-myasom-210-gramm-65114.html
Ролл «Симфония» с семгой,180.0,4,330,5,9.4,24.8,203.8,https://rtw.vkusvill.ru/goods/roll-simfoniya-s-semgoy-65382.html
Клаб-сэндвич,160.0,0,181,9.01,17.37,12.92,241,https://rtw.vkusvill.ru/goods/klab-sendvich-66566.html
Салат из моркови и свеклы по-корейски,300.0,4,118,1.1,6.1,10.4,100.9,https://rtw.vkusvill.ru/goods/salat-iz-morkovi-i-svekly-po-koreyski-61752.html
Салат с камчатским крабом и свежим огурцом,150.0,2,468,10.9,11.8,2.2,158.6,https://rtw.vkusvill.ru/goods/salat-s-kamchatskim-krabom-i-svezhim-ogurtsom-85372.html
Сырники с абрикосовой начинкой,120.0,8,166,14.4,12.8,21.2,257.6,https://rtw.vkusvill.ru/goods/syrniki-s-abrikosovoy-nachinkoy-69075.html
Куриный люля-кебаб с картофельным пюре,350.0,0,440,11,16.7,11.2,241,https://rtw.vkusvill.ru/goods/kurinyy-lyulya-kebab-s-kartofelnym-pyure-76951.html
Колбаска «Баварская» (1 шт.) на шпажке с картофельным пюре,295.0,0,320,7.5,14.9,8.4,197.7,https://rtw.vkusvill.ru/goods/kolbaska-bavarskaya-1-sht-na-shpazhke-s-kartofelnym-pyure-56404.html
"Пирожок с вишневой начинкой, кафе рег",50.0,0,60,6.1,4.9,52.6,278.9,https://rtw.vkusvill.ru/goods/pirozhok-s-vishnevoy-nachinkoy-kafe-reg-51475.html
"Самса с курицей, 120 г",120.0,7,188,9.6,14.1,20.9,248.9,https://rtw.vkusvill.ru/goods/samsa-s-kuritsey-120-g-71944.html
Кальмар фаршированный с кус-кусом и соусом маринара,180.0,0,298,4.8,1.7,14.7,93.3,https://rtw.vkusvill.ru/goods/kalmar-farshirovannyy-s-kus-kusom-i-sousom-marinara-73618.html
"Куриные кармашки с мини картофелем с розмарином, 600 г",600.0,2,440,9.2,5.2,11.7,130.4,https://rtw.vkusvill.ru/goods/kurinye-karmashki-s-mini-kartofelem-s-rozmarinom-600-g-43241.html
"Навага жареная, вес",,0,641,14.4,9.0,2.5,149,https://rtw.vkusvill.ru/goods/navaga-zharenaya-ves-54399.html
Бифштекс из говядины с картофелем,250.0,4,288,12.3,10.4,6.7,169.6,https://rtw.vkusvill.ru/goods/bifshteks-iz-govyadiny-s-kartofelem-28648.html
"Блинчики с творогом, 400 г",400.0,10,252,11.3,7.1,27,217.1,https://rtw.vkusvill.ru/goods/blinchiki-s-tvorogom-400-g-71323.html
Запеканка из козьего молока,180.0,0,458,10.4,5.4,17.1,158.6,https://rtw.vkusvill.ru/goods/zapekanka-iz-kozego-moloka-83215.html
Вок с курицей_РП,230.0,0,245,6.5,2.83,17,121.7,https://rtw.vkusvill.ru/goods/vok-s-kuritsey-rp-79303.html
"Лепешка с сыром сулугуни на гриле, кафе",115.0,10,140,,,,,https://rtw.vkusvill.ru/goods/lepeshka-s-syrom-suluguni-na-grile-kafe-31854.html
Котлета «По-киевски» с сырной начинкой с картофельным пюре,200.0,0,268,10.6,11.3,16.7,210.9,https://rtw.vkusvill.ru/goods/kotleta-po-kievski-s-syrnoy-nachinkoy-s-kartofelnym-pyure-64538.html
"Блины с ветчиной (из свинины) и с сыром, 210 грамм",210.0,0,188,11,12.2,24.5,251.8,https://rtw.vkusvill.ru/goods/bliny-s-vetchinoy-iz-svininy-i-s-syrom-210-gramm-65034.html
"Шницель из свинины в сырной панировке, 350 г",350.0,3,410,21.9,19.1,10.3,300.7,https://rtw.vkusvill.ru/goods/shnitsel-iz-svininy-v-syrnoy-panirovke-350-g-71891.html
Закуска из древесных грибов,150.0,0,218,2.1,9.5,15.9,157.5,https://rtw.vkusvill.ru/goods/zakuska-iz-drevesnykh-gribov-79659.html
Люля кебаб из баранины с красным ткемали и печеной картошкой,290.0,4,260,5.3,16.1,11,210.1,https://rtw.vkusvill.ru/goods/lyulya-kebab-iz-baraniny-s-krasnym-tkemali-i-pechenoy-kartoshkoy-67825.html
"Пирожки с мясом, 140 г (2 шт)",140.0,23,190,11.3,11,28.8,259.4,https://rtw.vkusvill.ru/goods/pirozhki-s-myasom-140-g-2-sht-44581.html
"Салат мимоза, 300 г",300.0,10,288,,,,,https://rtw.vkusvill.ru/goods/salat-mimoza-300-g-39461.html
Омлет с беконом и ветчиной,270.0,0,273,13.53,19.14,0.81,231,https://rtw.vkusvill.ru/goods/omlet-s-bekonom-i-vetchinoy-66029.html
Курица в сливочном соусе с рисом,280.0,0,296,8.8,6.8,21.9,187,https://rtw.vkusvill.ru/goods/kuritsa-v-slivochnom-souse-s-risom-76156.html
Гуляш из говядины с гречкой,230.0,4,258,8.9,4.9,16.4,145.3,https://rtw.vkusvill.ru/goods/gulyash-iz-govyadiny-s-grechkoy-27194.html
Блины с курицей в сливочном соусе,160.0,8,196,12.5,15,13.2,237.8,https://rtw.vkusvill.ru/goods/bliny-s-kuritsey-v-slivochnom-souse-34570.html
Хот-Дог Классический,200.0,0,330,8.87,13.15,24.12,249,https://rtw.vkusvill.ru/goods/khot-dog-klassicheskiy-70429.html
"Блины с мясом, 7 шт",490.0,12,431,,,,,https://rtw.vkusvill.ru/goods/bliny-s-myasom-7-sht-43242.html
Онигири «Филадельфия»,110.0,10,206,5.4,6.9,36.8,230.9,https://rtw.vkusvill.ru/goods/onigiri-filadelfiya-70530.html
"Пирожки постные с капустой и зеленью, 140 г (2 шт)",70.0,4,140,5.5,5.8,40.9,237.8,https://rtw.vkusvill.ru/goods/pirozhki-postnye-s-kapustoy-i-zelenyu-140-g-2-sht-40936.html
Каша пшенная молочная_РП,250.0,0,178,4,2,19.2,110.8,https://rtw.vkusvill.ru/goods/kasha-pshennaya-molochnaya-rp-75582.html
Салат Цезарь с куриной грудкой гриль,200.0,0,342,15.8,12.5,4.6,201,https://rtw.vkusvill.ru/goods/salat-tsezar-s-kurinoy-grudkoy-gril-62855.html
Сырники творожные из сыра «Рикотта» с черной смородиной,130.0,0,148,9.2,7.3,14.1,158.9,https://rtw.vkusvill.ru/goods/syrniki-tvorozhnye-iz-syra-rikotta-s-chernoy-smorodinoy-79685.html
"Каша рисовая безмолочная на кокосе, 250 г",250.0,12,178,1.2,2.8,15.3,91.2,https://rtw.vkusvill.ru/goods/kasha-risovaya-bezmolochnaya-na-kokose-250-g-71220.html
Печеное яблоко с брусникой,150.0,4,168,0.4,0.4,10.9,48.8,https://rtw.vkusvill.ru/goods/pechenoe-yabloko-s-brusnikoy-61152.html
Омлет с ветчиной и томатами,272.0,0,260,15.3,11.8,3.6,181.8,https://rtw.vkusvill.ru/goods/omlet-s-vetchinoy-i-tomatami-54143.html
Блины с «Крем чиз» и вишней,140.0,8,176,5.3,14.2,25.4,250.6,https://rtw.vkusvill.ru/goods/bliny-s-krem-chiz-i-vishney-58742.html
"Лапша удон «Овощи и курица», 200 грамм",200.0,0,248,6.7,6.8,12.6,138.4,https://rtw.vkusvill.ru/goods/lapsha-udon-ovoshchi-i-kuritsa-200-gramm-61539.html
"Пирожок с зеленью и яйцом на кефирном тесте, кафе рег",50.0,0,50,7.4,8.14,33.1,236,https://rtw.vkusvill.ru/goods/pirozhok-s-zelenyu-i-yaytsom-na-kefirnom-teste-kafe-reg-51478.html
Холодец говяжий,300.0,27,271,,,,,https://rtw.vkusvill.ru/goods/kholodets-govyazhiy-18163.html
Борщ «Вегетарианский» без картофеля с красной фасолью,300.0,0,146,0.8,1,5,32.2,https://rtw.vkusvill.ru/goods/borshch-vegetarianskiy-bez-kartofelya-s-krasnoy-fasolyu-76926.html
Долма по-восточному с говядиной и курицей,250.0,2,258,10.2,8.3,7.8,146.7,https://rtw.vkusvill.ru/goods/dolma-po-vostochnomu-s-govyadinoy-i-kuritsey-76891.html
"Лепешка с зеленью и сыром, 2 шт",180.0,3,242,8.8,10.9,24.1,229.7,https://rtw.vkusvill.ru/goods/lepeshka-s-zelenyu-i-syrom-2-sht-71177.html
"Котлета куриная с картофельным пюре, 250 г_РП",250.0,0,193,4.98,2.95,16.89,114.03,https://rtw.vkusvill.ru/goods/kotleta-kurinaya-s-kartofelnym-pyure-250-g-rp-77231.html
Лепешка с курицей и овощами,175.0,7,230,9.1,7,18.9,175,https://rtw.vkusvill.ru/goods/lepeshka-s-kuritsey-i-ovoshchami-76538.html
"Угорь жареный в соусе унаги охл., 100 г",100.0,2,398,19,11.2,12.5,226.8,https://rtw.vkusvill.ru/goods/ugor-zharenyy-v-souse-unagi-okhl-100-g-86002.html
"Набор: Суп гороховый с копченостями, 330 г + блины с печенью",450.0,0,397,,,,,https://rtw.vkusvill.ru/goods/nabor-sup-gorokhovyy-s-kopchenostyami-330-g-bliny-s-pechenyu-71207.html
Суп по-деревенски с курицей,390.0,10,178,4.9,1.8,4.7,54.6,https://rtw.vkusvill.ru/goods/sup-po-derevenski-s-kuritsey-83302.html
Пирожок с капустой,200.0,2,141,5,11,30,230,https://rtw.vkusvill.ru/goods/pirozhok-s-kapustoy-682.html
Рулетики из баклажанов с сырной начинкой,80.0,20,198,9.7,29.5,3.4,317.9,https://rtw.vkusvill.ru/goods/ruletiki-iz-baklazhanov-s-syrnoy-nachinkoy-57597.html
Салат с тунцом под горчичным соусом_РП,200.0,0,230,6,8,4,112,https://rtw.vkusvill.ru/goods/salat-s-tuntsom-pod-gorchichnym-sousom-rp-70184.html
Суп-пюре из цветной капусты с сыром,300.0,0,265,2.4,5.3,5.4,78.9,https://rtw.vkusvill.ru/goods/sup-pyure-iz-tsvetnoy-kapusty-s-syrom-70058.html
Котлеты куриные,320.0,8,390,19.6,14.9,6.6,238.9,https://rtw.vkusvill.ru/goods/kotlety-kurinye-62414.html
"Пирожок с яблоком 45г, кафе",45.0,0,65,3.44,5.48,22.03,149,https://rtw.vkusvill.ru/goods/pirozhok-s-yablokom-45g-kafe-54598.html
"Паста «Болоньезе», 290 г",290.0,0,387,11.4,6,41.2,264.4,https://rtw.vkusvill.ru/goods/pasta-boloneze-290-g-53237.html
Суп «Куриный» с домашней лапшой,390.0,48,176,,,,,https://rtw.vkusvill.ru/goods/sup-kurinyy-s-domashney-lapshoy-19434.html
Котлета из птицы с брокколи и соусом,200.0,8,208,,,,,https://rtw.vkusvill.ru/goods/kotleta-iz-ptitsy-s-brokkoli-i-sousom-21818.html
"Драники картофельные, 200 грамм",200.0,0,188,4.3,10.8,18.7,189.2,https://rtw.vkusvill.ru/goods/draniki-kartofelnye-200-gramm-65115.html
Холодец из говядины и свинины,300.0,10,248,,,,,https://rtw.vkusvill.ru/goods/kholodets-iz-govyadiny-i-svininy-12196.html
"Чебуреки-мини с мясом, 160 г",160.0,2,198,11.7,9.3,20.1,210.9,https://rtw.vkusvill.ru/goods/chebureki-mini-s-myasom-160-g-83225.html
"Перец фаршированный с куриным фаршем, 900 г",900.0,0,610,4.5,1.8,8.6,68.6,https://rtw.vkusvill.ru/goods/perets-farshirovannyy-s-kurinym-farshem-900-g-69881.html
"Рулетики из баклажанов с сырной начинкой, 8 шт",200.0,0,398,14.6,33.5,2.3,369.1,https://rtw.vkusvill.ru/goods/ruletiki-iz-baklazhanov-s-syrnoy-nachinkoy-8-sht-84848.html
"Филе морского волка с томатным ризотто, оливками каламата и вялеными томатами",200.0,0,468,8,11,36,275,https://rtw.vkusvill.ru/goods/file-morskogo-volka-s-tomatnym-rizotto-olivkami-kalamata-i-vyalenymi-tomatami-81568.html
Комбо-обед (суп + салат),450.0,0,405,28,33,25,513,https://rtw.vkusvill.ru/goods/kombo-obed-sup-salat-84277.html
Профитроли «Бородинские» с сельдью,115.0,6,210,8.9,29.5,12.3,350.3,https://rtw.vkusvill.ru/goods/profitroli-borodinskie-s-seldyu-71581.html
Ролл Филадельфия,255.0,8,550,,,,,https://rtw.vkusvill.ru/goods/roll-filadelfiya-46648.html
Суп-лапша с курицей Халяль_РП,250.0,0,150,,,,,https://rtw.vkusvill.ru/goods/sup-lapsha-s-kuritsey-khalyal-rp-83084.html
Окорочок цыпленка «В дорогу»_РП,325.0,0,204,,,,,https://rtw.vkusvill.ru/goods/okorochok-tsyplenka-v-dorogu-rp-73558.html
Салат «Свежесть» Халяль_РП,120.0,0,100,,,,,https://rtw.vkusvill.ru/goods/salat-svezhest-khalyal-rp-83284.html
Крем-суп с тыквой и индейкой,270.0,40,196,2.4,1.4,5.6,44.6,https://rtw.vkusvill.ru/goods/krem-sup-s-tykvoy-i-indeykoy-58178.html
Сырники творожные с клубничной начинкой,130.0,4,155,12.9,8.4,22.5,217.2,https://rtw.vkusvill.ru/goods/syrniki-tvorozhnye-s-klubnichnoy-nachinkoy-74314.html
Вок с курицей,300.0,0,335,6.5,2.5,16.1,112.9,https://rtw.vkusvill.ru/goods/vok-s-kuritsey-70139.html
Салат из запеченной свеклы с сыром фета и киноа,165.0,0,176,,,,,https://rtw.vkusvill.ru/goods/salat-iz-zapechennoy-svekly-s-syrom-feta-i-kinoa-24725.html
Лепешка с сулугуни на гриле_РП,115.0,0,115,12.9,12.7,32.5,295.9,https://rtw.vkusvill.ru/goods/lepeshka-s-suluguni-na-grile-rp-66537.html
"Набор роллов «Нокогири» (из 7 видов роллов), 805 г",805.0,0,1 550,,,,,https://rtw.vkusvill.ru/goods/nabor-rollov-nokogiri-iz-7-vidov-rollov-805-g-84831.html
Крок Мадам и апельсиновый фреш 500 мл,805.0,0,514,,,,,https://rtw.vkusvill.ru/goods/krok-madam-i-apelsinovyy-fresh-500-ml-71118.html
Лазанья Болоньезе,230.0,0,438,13.3,11.4,14.5,213.8,https://rtw.vkusvill.ru/goods/lazanya-boloneze-69916.html
Салат с баклажаном и сыром «Фета»_РП,185.0,0,210,5.6,22.5,11.9,272.5,https://rtw.vkusvill.ru/goods/salat-s-baklazhanom-i-syrom-feta-rp-72558.html
Булгур с овощами,150.0,6,166,2.5,2,11.7,74.8,https://rtw.vkusvill.ru/goods/bulgur-s-ovoshchami-28947.html
"Пирог осетинский с капустой и яйцом, 250 г",250.0,7,162,5,7.6,27.2,197.2,https://rtw.vkusvill.ru/goods/pirog-osetinskiy-s-kapustoy-i-yaytsom-250-g-75403.html
Суп рамен со свининой 320 г_РП,320.0,0,190,5,4.3,6.5,84.7,https://rtw.vkusvill.ru/goods/sup-ramen-so-svininoy-320-g-rp-74453.html
"Суп-крем куриный, 270 грамм",270.0,0,188,1.3,3.1,9.7,71.9,https://rtw.vkusvill.ru/goods/sup-krem-kurinyy-270-gramm-63664.html
Холодец говядина-курица,300.0,12,262,,,,,https://rtw.vkusvill.ru/goods/kholodets-govyadina-kuritsa-55730.html
"Пицца «Маргарита», 350 г",350.0,6,370,11.3,8.6,34.4,260.2,https://rtw.vkusvill.ru/goods/pitstsa-margarita-350-g-66710.html
Поке с креветкой,260.0,2,368,,,,,https://rtw.vkusvill.ru/goods/poke-s-krevetkoy-60988.html
Цыпленок по-мексикански_РП,325.0,0,198,6,7,11,131,https://rtw.vkusvill.ru/goods/tsyplenok-po-meksikanski-rp-72886.html
Оладьи печеночные с картофельным пюре,210.0,6,238,7.1,8.6,17.5,175.8,https://rtw.vkusvill.ru/goods/oladi-pechenochnye-s-kartofelnym-pyure-50132.html
Лепешка с сыром и зеленью,175.0,4,221,10.4,9.1,21.3,208.7,https://rtw.vkusvill.ru/goods/lepeshka-s-syrom-i-zelenyu-65193.html
Чебуреки с сыром и картофелем,160.0,2,176,8.7,15.3,23,264.5,https://rtw.vkusvill.ru/goods/chebureki-s-syrom-i-kartofelem-67797.html
"Шаурма с курицей, 180 г",180.0,10,228,10,10.8,15.6,199.6,https://rtw.vkusvill.ru/goods/shaurma-s-kuritsey-180-g-66727.html
"Сырники, 210 г",210.0,17,260,15.6,10.5,27.4,266.5,https://rtw.vkusvill.ru/goods/syrniki-210-g-44305.html
Салат «Тосканский» с нутом,185.0,0,198,4.8,10.4,16.7,179.6,https://rtw.vkusvill.ru/goods/salat-toskanskiy-s-nutom-77384.html
Спагетти «Карбонара»,265.0,0,392,10.2,10.4,41,298.4,https://rtw.vkusvill.ru/goods/spagetti-karbonara-80959.html
"Кутабы с сыром, творогом и зеленью",165.0,4,196,11.2,11.9,22.2,240.7,https://rtw.vkusvill.ru/goods/kutaby-s-syrom-tvorogom-i-zelenyu-48257.html
Круассан с лососем и сливочным сыром и апельсиновый фреш 500 мл,710.0,0,610,,,,,https://rtw.vkusvill.ru/goods/kruassan-s-lososem-i-slivochnym-syrom-i-apelsinovyy-fresh-500-ml-70970.html
Сэндвич ролл «Гавайский» с курицей,190.0,0,208,9.4,6.3,21.5,180.3,https://rtw.vkusvill.ru/goods/sendvich-roll-gavayskiy-s-kuritsey-61335.html
Салат «Грин Энерджи»,150.0,16,188,,,,,https://rtw.vkusvill.ru/goods/salat-grin-enerdzhi-15896.html
Щечки томленые с картофельным пюре,230.0,0,428,11,9,11,169,https://rtw.vkusvill.ru/goods/shchechki-tomlenye-s-kartofelnym-pyure-81571.html
Филе судака с картофельным пюре,220.0,0,397,9.2,8.3,7.7,142.3,https://rtw.vkusvill.ru/goods/file-sudaka-s-kartofelnym-pyure-76924.html
Бургер с растительным «мясом»,235.0,0,268,8.9,13.4,20.1,236.6,https://rtw.vkusvill.ru/goods/burger-s-rastitelnym-myasom-48574.html
Буженина в собственном соку_РП,325.0,0,275,,,,,https://rtw.vkusvill.ru/goods/buzhenina-v-sobstvennom-soku-rp-72624.html
Бургер с говядиной BBQ,323.0,0,435,10.91,12.49,8.6,278,https://rtw.vkusvill.ru/goods/burger-s-govyadinoy-bbq-43103.html
